BuyAndHold,Buy-Write,Put-Write
-0.688093,4.76491,4.02781
10.9582,10.453,21.6533
23.4486,10.453,34.4561
20.3022,10.453,31.2309
-16.5213,-11.0683,-28.0345
10.4867,10.453,21.1701
44.061,10.453,55.5837
7.89901,10.453,18.5177
-5.68593,-0.232931,-6.09281
7.96836,10.453,18.5888
-18.9153,-13.4623,-32.8823
10.5406,10.453,21.2253
-8.35964,-2.90664,-11.5071
-0.251258,5.20174,4.9124
27.8748,10.453,38.9929
13.2382,10.453,23.9904
-14.8969,-9.44392,-24.7451
4.8885,10.3415,15.3204
12.0415,10.453,22.7637
9.21068,10.453,19.8621
-0.352571,5.10043,4.70724
51.5878,10.453,63.2986
-1.3644,4.0886,2.65828
8.05578,10.453,18.6784
18.0306,10.453,28.9025
14.9492,10.453,25.7441
10.8501,10.453,21.5425
6.76936,10.453,17.3598
14.2122,10.453,24.9888
14.825,10.453,25.6168
16.8224,10.453,27.6641
-5.79119,-0.338185,-6.30595
5.55635,10.453,16.1165
6.96225,10.453,17.5575
-2.38601,3.06699,0.589523
32.5369,10.453,43.7716
-11.5908,-6.13775,-18.0501
37.761,10.453,49.1262
1.80245,7.25545,9.07117
51.7802,10.453,63.4959
28.0602,10.453,39.1829
18.0989,10.453,28.9725
20.083,10.453,31.0063
-4.70083,0.752168,-4.09799
9.2074,10.453,19.8588
-8.93972,-3.48672,-12.6817
-2.8841,2.5689,-0.419099
-9.17756,-3.72456,-13.1634
38.4554,10.453,49.838
-8.36337,-2.91037,-11.5146
0.222628,5.67563,5.87202
5.90861,10.453,16.4775
-17.6796,-12.2266,-30.3799
2.55938,8.01238,10.6039
27.498,10.453,38.6066
4.42879,9.88179,14.3895
27.5268,10.453,38.6362
32.2445,10.453,43.4718
-15.0791,-9.62606,-25.1139
-8.94139,-3.48839,-12.6851
2.87653,8.32953,11.2462
18.9199,10.453,29.8141
18.9315,10.453,29.826
-0.107849,5.34515,5.20281
24.8218,10.453,35.8636
27.7011,10.453,38.8148
-12.3119,-6.85894,-19.5105
-1.0756,4.3774,3.24311
33.3745,10.453,44.6301
16.0205,10.453,26.8422
-9.88042,-4.42742,-14.5866
36.3829,10.453,47.7137
27.163,10.453,38.2633
28.1834,10.453,39.3092
44.4193,10.453,55.951
18.9179,10.453,29.812
27.3642,10.453,38.4695
21.0273,10.453,31.9741
20.1812,10.453,31.1069
0.0682451,5.52125,5.5594
27.1315,10.453,38.231
9.43755,10.453,20.0947
-4.20807,1.24493,-3.10015
9.01493,10.453,19.6615
5.10396,10.453,15.6528
5.86126,10.453,16.429
40.7211,10.453,52.1603
-4.59266,0.860343,-3.87893
1.87587,7.32887,9.21985
6.54093,10.453,17.1257
-2.18,3.273,1.0067
6.2903,10.453,16.8688
11.3522,10.453,22.0572
-5.30606,0.146945,-5.32356
-4.06241,1.39059,-2.80517
-3.59426,1.85874,-1.85717
-0.587365,4.86563,4.23178
8.38999,10.453,19.0209
3.68495,9.13795,12.8832
-19.299,-13.846,-33.6592
55.62,10.453,67.4317
-9.23129,-3.77829,-13.2722
27.3556,10.453,38.4607
-10.6611,-5.20812,-16.1676
-29.5834,-24.1304,-54.4851
-2.5209,2.9321,0.316385
24.0814,10.453,35.1046
24.8584,10.453,35.9011
28.8096,10.453,39.951
14.7433,10.453,25.533
3.88015,9.33315,13.2785
-12.6181,-7.16512,-20.1305
7.43725,10.453,18.0444
14.1027,10.453,24.8764
13.3521,10.453,24.1071
35.84,10.453,47.1572
23.7617,10.453,34.7769
10.1126,10.453,20.7866
-11.7021,-6.24915,-18.2757
33.6586,10.453,44.9212
9.99209,10.453,20.6631
19.2439,10.453,30.1462
-17.9841,-12.5311,-30.9965
11.3637,10.453,22.069
15.4259,10.453,26.2327
5.58879,10.453,16.1497
7.78414,10.453,18.3999
34.1158,10.453,45.3899
-6.44205,-0.989048,-7.62395
-9.43851,-3.98551,-13.6918
29.0895,10.453,40.238
51.1794,10.453,62.88
0.932224,6.38522,7.30895
10.2272,10.453,20.9041
2.50137,7.95437,10.4865
47.0329,10.453,58.63
13.7476,10.453,24.5125
21.6435,10.453,32.6058
4.68873,10.1417,14.9159
27.3661,10.453,38.4714
4.72601,10.179,14.9914
8.19391,10.453,18.82
5.19582,10.453,15.7469
20.6019,10.453,31.5381
10.1388,10.453,20.8135
3.14849,8.60149,11.7969
-11.0901,-5.63706,-17.0362
-2.6678,2.7852,0.0189093
-18.1539,-12.7009,-31.3405
0.261935,5.71493,5.95162
-2.09053,3.36247,1.18787
30.3118,10.453,41.4907
11.1516,10.453,21.8516
-5.91593,-0.462932,-6.55856
-20.0567,-14.6037,-35.1937
14.9792,10.453,25.7749
-17.8416,-12.3886,-30.7081
-5.11295,0.340051,-4.93252
1.96304,7.41604,9.39635
50.8194,10.453,62.5111
16.5573,10.453,27.3924
-7.08686,-1.63386,-8.9297
-1.75853,3.69447,1.86018
31.8046,10.453,43.0209
-4.6193,0.833703,-3.93288
7.33636,10.453,17.941
8.23603,10.453,18.8631
2.72524,8.17824,10.9398
8.3388,10.453,18.9685
11.792,10.453,22.508
-16.8177,-11.3647,-28.6347
12.2614,10.453,22.9892
-0.0697024,5.3833,5.28005
1.14769,6.60069,7.74527
8.91515,10.453,19.5592
8.76389,10.453,19.4042
-0.240252,5.21275,4.93469
23.9004,10.453,34.9191
2.82716,8.28016,11.1462
38.4258,10.453,49.8077
27.9984,10.453,39.1195
-20.2385,-14.7855,-35.5617
13.8832,10.453,24.6515
2.0087,7.4617,9.48882
36.9351,10.453,48.2796
-0.320642,5.13236,4.7719
11.4723,10.453,22.1803
-10.7251,-5.27209,-16.2971
31.6616,10.453,42.8744
4.78198,10.235,15.1047
1.26619,6.71919,7.98523
19.9416,10.453,30.8613
10.926,10.453,21.6203
44.9821,10.453,56.5278
9.69164,10.453,20.3551
-14.0634,-8.61039,-23.0572
2.1821,7.6351,9.83995
35.2326,10.453,46.5346
-8.90775,-3.45475,-12.617
31.4308,10.453,42.6377
26.4267,10.453,37.5086
27.5261,10.453,38.6355
-6.12412,-0.671121,-6.98014
-8.52378,-3.07078,-11.8395
-2.85084,2.60216,-0.351759
17.1704,10.453,28.0209
19.0511,10.453,29.9486
35.8432,10.453,47.1605
22.4033,10.453,33.3846
-18.4815,-13.0285,-32.0038
19.3916,10.453,30.2976
-8.59903,-3.14603,-11.9918
17.9602,10.453,28.8304
12.6311,10.453,23.3681
5.41336,10.453,15.9699
-0.891687,4.56131,3.61553
11.0953,10.453,21.7939
14.4871,10.453,25.2704
14.634,10.453,25.421
15.8286,10.453,26.6455
7.09898,10.453,17.6976
23.6592,10.453,34.6719
8.53744,10.453,19.1721
-3.94175,1.51125,-2.56085
-1.81368,3.63932,1.7485
-0.0902567,5.36274,5.23843
-6.86383,-1.41083,-8.47805
28.3823,10.453,39.5131
18.7183,10.453,29.6074
0.499978,5.95298,6.43366
44.2034,10.453,55.7296
-7.36868,-1.91568,-9.50037
-0.896119,4.55688,3.60656
5.17539,10.453,15.726
22.3767,10.453,33.3573
9.59015,10.453,20.2511
17.2874,10.453,28.1407
18.0574,10.453,28.9301
-8.7533,-3.3003,-12.3042
36.7754,10.453,48.116
5.95783,10.453,16.528
24.4357,10.453,35.4678
0.658286,6.11129,6.75423
-13.4467,-7.99367,-21.8083
-4.24222,1.21078,-3.16929
-3.91765,1.53535,-2.51205
1.65765,7.11065,8.77795
7.41262,10.453,18.0191
-7.98687,-2.53387,-10.7522
24.6588,10.453,35.6965
30.0727,10.453,41.2457
16.5285,10.453,27.3629
-15.4139,-9.96094,-25.792
-16.186,-10.733,-27.3555
17.0054,10.453,27.8517
-14.1218,-8.66875,-23.1753
31.796,10.453,43.0121
-1.21091,4.24209,2.9691
-0.405293,5.04771,4.60048
2.25821,7.71121,9.99407
0.689322,6.14232,6.81708
5.35538,10.453,15.9105
3.70768,9.16068,12.9293
1.75743,7.21043,8.97999
21.3838,10.453,32.3396
-14.2825,-8.82948,-23.5008
5.65183,10.453,16.2143
2.70977,8.16277,10.9085
16.6313,10.453,27.4683
15.7554,10.453,26.5705
-15.6999,-10.2469,-26.3711
13.4796,10.453,24.2378
-8.1408,-2.6878,-11.0639
5.06373,10.453,15.6115
21.6928,10.453,32.6563
27.4234,10.453,38.5301
11.3889,10.453,22.0949
14.7094,10.453,25.4983
23.6401,10.453,34.6523
13.4695,10.453,24.2274
12.7385,10.453,23.4782
-8.34223,-2.88923,-11.4718
21.568,10.453,32.5284
-8.78461,-3.33161,-12.3676
11.7829,10.453,22.4986
-9.89896,-4.44596,-14.6242
-2.99583,2.45717,-0.645365
-9.29881,-3.84581,-13.4089
9.92408,10.453,20.5934
19.0046,10.453,29.9009
36.8968,10.453,48.2404
8.66788,10.453,19.3058
11.3453,10.453,22.0501
-5.95924,-0.506243,-6.64627
-4.41225,1.04075,-3.5136
-5.5266,-0.0735994,-5.77016
0.0434039,5.4964,5.50909
6.65589,10.453,17.2435
-0.626766,4.82623,4.152
38.0752,10.453,49.4482
-3.21071,2.24229,-1.0805
20.9179,10.453,31.8621
-22.8274,-17.3744,-40.8044
22.2946,10.453,33.2732
-2.3715,3.0815,0.618921
56.0775,10.453,67.9007
7.47399,10.453,18.082
-4.36681,1.08619,-3.42159
-8.89615,-3.44315,-12.5935
8.29464,10.453,18.9232
5.02789,10.453,15.5748
16.4029,10.453,27.2341
19.947,10.453,30.8669
30.3887,10.453,41.5697
-2.66845,2.78455,0.0175915
-12.3706,-6.91756,-19.6292
25.6546,10.453,36.7172
1.60001,7.05301,8.66122
5.2109,10.453,15.7624
-7.30129,-1.84829,-9.3639
23.0277,10.453,34.0246
9.80659,10.453,20.473
14.2031,10.453,24.9794
2.78224,8.23524,11.0552
11.0105,10.453,21.707
26.824,10.453,37.9158
28.242,10.453,39.3692
-7.56345,-2.11045,-9.89479
18.087,10.453,28.9603
7.49833,10.453,18.107
6.25166,10.453,16.8292
-4.8488,0.604202,-4.39762
-15.8157,-10.3627,-26.6056
5.62715,10.453,16.189
-12.8288,-7.3758,-20.5571
0.606884,6.05988,6.65014
22.4701,10.453,33.4531
9.47017,10.453,20.1281
-13.1777,-7.72474,-21.2637
21.4216,10.453,32.3783
10.681,10.453,21.3693
25.0368,10.453,36.0839
8.97661,10.453,19.6222
-3.73049,1.72251,-2.13305
1.58821,7.04121,8.63733
1.80865,7.26165,9.08373
-19.5456,-14.0926,-34.1586
18.083,10.453,28.9563
4.28661,9.73961,14.1016
1.26925,6.72225,7.99143
24.8362,10.453,35.8783
6.99948,10.453,17.5957
7.43081,10.453,18.0378
35.186,10.453,46.4868
3.04464,8.49764,11.5866
9.8975,10.453,20.5661
-11.635,-6.18204,-18.1397
-8.88347,-3.43047,-12.5678
-15.152,-9.69898,-25.2616
-4.89066,0.562343,-4.48238
-4.2632,1.1898,-3.21177
19.6147,10.453,30.5262
-6.52587,-1.07287,-7.7937
-10.5694,-5.11638,-15.9818
14.2233,10.453,25
3.22119,8.67419,11.9441
-8.66264,-3.20964,-12.1206
23.3129,10.453,34.3169
8.86845,10.453,19.5114
-0.833622,4.61938,3.73311
10.2128,10.453,20.8893
9.71974,10.453,20.3839
6.12391,10.453,16.6982
9.87643,10.453,20.5445
9.10221,10.453,19.751
1.31596,6.76896,8.08602
8.84683,10.453,19.4892
0.327831,5.78083,6.08506
12.0899,10.453,22.8133
4.73889,10.1919,15.0175
9.51903,10.453,20.1782
-4.3348,1.1182,-3.35677
30.5618,10.453,41.7471
13.3114,10.453,24.0654
1.29606,6.74906,8.04573
-1.50424,3.94876,2.37512
18.7709,10.453,29.6614
-5.34823,0.104771,-5.40896
29.6064,10.453,40.7677
-11.4565,-6.00349,-17.7782
-20.5768,-15.1238,-36.2468
51.6695,10.453,63.3825
-5.62511,-0.172106,-5.96964
1.59089,7.04389,8.64276
9.55722,10.453,20.2174
-2.07783,3.37517,1.21359
23.7673,10.453,34.7827
49.9151,10.453,61.5841
-12.2545,-6.8015,-19.3942
-0.0278501,5.42515,5.3648
27.3262,10.453,38.4306
64.9381,10.453,76.9828
-2.54437,2.90863,0.26885
23.391,10.453,34.397
-16.6601,-11.2071,-28.3156
12.6677,10.453,23.4056
-11.9301,-6.47712,-18.7373
16.3859,10.453,27.2168
19.5162,10.453,30.4253
20.191,10.453,31.117
25.7125,10.453,36.7765
8.27614,10.453,18.9042
-11.9833,-6.53033,-18.845
-1.04461,4.40839,3.30586
0.0398362,5.49284,5.50187
5.90754,10.453,16.4764
-11.9911,-6.5381,-18.8608
1.75199,7.20499,8.96898
9.09474,10.453,19.7433
-6.6352,-1.1822,-8.01508
-12.199,-6.74603,-19.2818
-1.83195,3.62105,1.7115
-7.02435,-1.57135,-8.8031
-2.2479,3.2051,0.869208
-3.84887,1.60413,-2.37276
11.0315,10.453,21.7285
10.2888,10.453,20.9672
-6.09484,-0.641837,-6.92085
8.76465,10.453,19.405
-6.94223,-1.48923,-8.63681
-2.65041,2.80259,0.0541255
45.7953,10.453,57.3614
16.1733,10.453,26.9988
10.2286,10.453,20.9056
30.7042,10.453,41.893
18.4885,10.453,29.3719
-26.7201,-21.2671,-48.6871
28.1787,10.453,39.3044
31.1147,10.453,42.3138
16.8159,10.453,27.6574
4.4446,9.8976,14.4215
20.6157,10.453,31.5523
15.3918,10.453,26.1978
15.6861,10.453,26.4994
25.2109,10.453,36.2623
-15.3835,-9.93047,-25.7303
-14.3029,-8.8499,-23.5422
6.85988,10.453,17.4526
-0.928069,4.52493,3.54186
14.7465,10.453,25.5364
36.4679,10.453,47.8008
15.4367,10.453,26.2438
25.5931,10.453,36.6541
-9.49393,-4.04093,-13.804
-11.6951,-6.24208,-18.2613
18.3836,10.453,29.2644
-13.1278,-7.67482,-21.1626
24.9683,10.453,36.0137
19.543,10.453,30.4527
17.8868,10.453,28.7552
33.4729,10.453,44.7309
2.3869,7.8399,10.2547
-4.70143,0.751569,-4.0992
3.61304,9.06604,12.7376
17.8035,10.453,28.6698
12.0988,10.453,22.8225
-19.8666,-14.4136,-34.8086
25.5298,10.453,36.5893
16.7707,10.453,27.6112
-4.32916,1.12384,-3.34536
-2.94894,2.50406,-0.55041
6.08543,10.453,16.6588
-17.1402,-11.6872,-29.2877
15.8854,10.453,26.7038
47.5967,10.453,59.2078
22.9808,10.453,33.9765
-0.368243,5.08476,4.67551
-9.04551,-3.59251,-12.896
24.379,10.453,35.4097
2.82055,8.27355,11.1328
25.2984,10.453,36.352
7.04991,10.453,17.6474
-4.23944,1.21356,-3.16366
3.35245,8.80545,12.2099
9.32109,10.453,19.9753
24.4786,10.453,35.5118
42.9694,10.453,54.4648
5.87054,10.453,16.4385
2.99664,8.44964,11.4894
-10.2477,-4.79471,-15.3304
38.0102,10.453,49.3817
-18.8915,-13.4385,-32.834
45.4109,10.453,56.9674
2.19459,7.64759,9.86523
38.7236,10.453,50.1128
3.12036,8.57336,11.7399
8.75369,10.453,19.3937
-12.293,-6.83997,-19.4721
4.4924,9.9454,14.5183
8.79427,10.453,19.4353
-0.854232,4.59877,3.69138
16.0052,10.453,26.8266
24.939,10.453,35.9837
-6.85865,-1.40565,-8.46757
-2.82819,2.62481,-0.305877
7.22047,10.453,17.8222
9.08287,10.453,19.7311
22.0227,10.453,32.9944
2.05519,7.50819,9.58296
-0.50436,4.94864,4.39987
11.624,10.453,22.3358
10.3929,10.453,21.0739
8.53433,10.453,19.1689
40.8245,10.453,52.2663
29.1252,10.453,40.2746
-0.959715,4.49329,3.47778
-3.51727,1.93573,-1.70127
-1.96354,3.48946,1.44503
15.0159,10.453,25.8125
-0.303521,5.14948,4.80657
-11.655,-6.20202,-18.1802
6.98922,10.453,17.5851
-30.012,-24.559,-55.353
-6.41988,-0.966877,-7.57905
20.8069,10.453,31.7483
1.47545,6.92845,8.40898
-20.4441,-14.9911,-35.978
-13.7879,-8.33493,-22.4994
33.2693,10.453,44.5223
14.4054,10.453,25.1868
3.67527,9.12827,12.8636
-26.1188,-20.6658,-47.4694
20.5602,10.453,31.4954
12.3912,10.453,23.1222
18.6978,10.453,29.5864
-22.2017,-16.7487,-39.5372
-5.03498,0.418017,-4.77464
18.1967,10.453,29.0728
10.3153,10.453,20.9944
9.99774,10.453,20.6689
40.9407,10.453,52.3854
17.4478,10.453,28.3052
-15.5285,-10.0755,-26.024
-0.291582,5.16142,4.83075
11.8738,10.453,22.5918
13.4728,10.453,24.2308
17.4891,10.453,28.3475
-1.58693,3.86607,2.20768
-2.89677,2.55623,-0.444759
-7.19054,-1.73754,-9.13965
4.97675,10.4298,15.4991
2.93348,8.38648,11.3615
20.1965,10.453,31.1226
22.7228,10.453,33.7121
13.1763,10.453,23.9269
11.6837,10.453,22.397
34.0309,10.453,45.3029
13.7788,10.453,24.5445
13.2842,10.453,24.0375
25.9552,10.453,37.0253
-9.88054,-4.42754,-14.5869
-13.4566,-8.00361,-21.8284
-1.8221,3.6309,1.73145
1.59908,7.05208,8.65934
7.97675,10.453,18.5974
2.79273,8.24573,11.0765
2.9059,8.3589,11.3056
12.4833,10.453,23.2166
4.18261,9.63561,13.891
-17.193,-11.74,-29.3945
15.7004,10.453,26.5141
3.25699,8.70999,12.0166
0.511027,5.96403,6.45603
19.5088,10.453,30.4178
-12.03,-6.57703,-18.9396
1.0113,6.4643,7.46909
3.81339,9.26639,13.1433
11.1093,10.453,21.8083
11.7588,10.453,22.4739
10.2716,10.453,20.9496
-7.73971,-2.28671,-10.2517
28.1816,10.453,39.3074
14.6788,10.453,25.467
17.0479,10.453,27.8953
-9.14844,-3.69544,-13.1044
-9.71961,-4.26661,-14.261
19.4131,10.453,30.3196
10.9023,10.453,21.596
-6.4471,-0.994099,-7.63417
-4.81896,0.63404,-4.33719
1.76864,7.22164,9.0027
28.0306,10.453,39.1526
10.5176,10.453,21.2017
-15.7528,-10.2998,-26.4782
19.8131,10.453,30.7297
1.7212,7.1742,8.90662
30.1511,10.453,41.3261
11.0651,10.453,21.7629
-0.69968,4.75332,4.00435
1.05383,6.50683,7.5552
0.907313,6.36031,7.25851
-3.14429,2.30871,-0.945987
50.8034,10.453,62.4947
9.44448,10.453,20.1018
-1.8491,3.6039,1.67678
31.7517,10.453,42.9667
-1.95186,3.50114,1.46868
16.659,10.453,27.4967
31.706,10.453,42.9199
8.32903,10.453,18.9585
49.4446,10.453,61.1019
7.43488,10.453,18.0419
-16.7339,-11.2809,-28.4649
13.9421,10.453,24.7118
29.5646,10.453,40.7249
27.5511,10.453,38.6611
-6.76047,-1.30747,-8.26874
10.6244,10.453,21.3112
-1.87923,3.57377,1.61576
13.8292,10.453,24.5961
14.8302,10.453,25.6221
-12.3107,-6.85765,-19.5079
21.983,10.453,32.9538
17.6487,10.453,28.5111
26.1002,10.453,37.1739
-5.52698,-0.073978,-5.77093
37.1582,10.453,48.5084
31.0321,10.453,42.2291
1.76817,7.22117,9.00175
4.22645,9.67945,13.9798
-2.88887,2.56413,-0.428754
15.802,10.453,26.6182
-2.45764,2.99536,0.444481
-2.6907,2.7623,-0.0274722
7.03828,10.453,17.6354
28.4245,10.453,39.5563
28.6915,10.453,39.83
3.841,9.294,13.1992
29.564,10.453,40.7243
-6.53867,-1.08567,-7.81961
24.2823,10.453,35.3105
32.3018,10.453,43.5305
15.8016,10.453,26.6179
3.70013,9.15313,12.914
-17.7777,-12.3247,-30.5787
-6.37662,-0.923616,-7.49145
35.4496,10.453,46.7571
24.0295,10.453,35.0515
3.11835,8.57135,11.7359
34.6442,10.453,45.9315
-1.8361,3.6169,1.70309
11.82,10.453,22.5367
-4.76116,0.691845,-4.22014
9.91266,10.453,20.5817
-13.3861,-7.93306,-21.6856
-4.18866,1.26434,-3.06085
13.5665,10.453,24.3269
4.52599,9.97899,14.5863
37.4065,10.453,48.7629
-7.55403,-2.10103,-9.8757
6.90292,10.453,17.4967
22.1544,10.453,33.1295
23.7116,10.453,34.7256
21.7087,10.453,32.6726
-8.77041,-3.31741,-12.3389
17.2848,10.453,28.1381
-13.3507,-7.89766,-21.6139
4.61036,10.0634,14.7572
4.04232,9.49532,13.6069
10.6203,10.453,21.307
40.116,10.453,51.5401
-13.3166,-7.86357,-21.5449
8.21057,10.453,18.837
8.52282,10.453,19.1571
-12.6453,-7.19232,-20.1856
0.34473,5.79773,6.11928
-1.24724,4.20576,2.89554
-7.93835,-2.48535,-10.654
3.61622,9.06922,12.744
27.3168,10.453,38.4209
-23.9704,-18.5174,-43.1188
4.20042,9.65342,13.927
-13.1434,-7.69041,-21.1942
-6.93724,-1.48424,-8.62672
28.0423,10.453,39.1646
3.5935,9.0465,12.698
25.6852,10.453,36.7486
0.883677,6.33668,7.21065
-8.83019,-3.37719,-12.4599
-9.33216,-3.87916,-13.4764
14.4384,10.453,25.2206
7.0841,10.453,17.6824
-20.0902,-14.6372,-35.2614
16.7927,10.453,27.6337
8.57745,10.453,19.2131
23.8649,10.453,34.8827
21.9823,10.453,32.9531
57.173,10.453,69.0235
-12.567,-7.11401,-20.027
15.1708,10.453,25.9712
-3.15238,2.30062,-0.962379
22.6293,10.453,33.6163
-1.03344,4.41956,3.32848
33.1196,10.453,44.3688
9.24817,10.453,19.9006
20.4932,10.453,31.4267
13.7144,10.453,24.4784
-4.34302,1.10998,-3.37341
27.0129,10.453,38.1095
-4.50348,0.949515,-3.69836
27.0793,10.453,38.1775
-11.5906,-6.13762,-18.0498
7.27659,10.453,17.8797
-12.8317,-7.37865,-20.5629
15.2859,10.453,26.0892
31.39,10.453,42.5959
6.59098,10.453,17.177
17.2442,10.453,28.0965
15.5278,10.453,26.3372
8.45927,10.453,19.0919
3.40092,8.85392,12.3081
-3.96348,1.48952,-2.60485
15.3688,10.453,26.1742
-0.627409,4.82559,4.1507
14.3095,10.453,25.0885
-4.25563,1.19737,-3.19645
-21.0586,-15.6056,-37.2225
1.06792,6.52092,7.58373
-5.97729,-0.524294,-6.68282
5.02831,10.453,15.5752
37.7796,10.453,49.1453
41.8012,10.453,53.2675
5.39034,10.453,15.9463
28.6595,10.453,39.7972
-18.0498,-12.5968,-31.1297
-1.00862,4.44438,3.37874
29.1275,10.453,40.2769
5.76185,10.453,16.3271
4.68548,10.1385,14.9093
12.0537,10.453,22.7763
1.45898,6.91198,8.37563
37.1479,10.453,48.4977
-5.08402,0.368979,-4.87394
12.9395,10.453,23.6842
-1.79747,3.65553,1.78132
20.9291,10.453,31.8735
0.265839,5.71884,5.95952
-1.82123,3.63177,1.73322
29.5153,10.453,40.6744
10.0214,10.453,20.6931
-2.37906,3.07394,0.603596
8.15826,10.453,18.7834
18.3146,10.453,29.1937
1.58512,7.03812,8.63107
-0.806865,4.64613,3.7873
-7.80953,-2.35653,-10.3931
-9.82613,-4.37313,-14.4767
14.0086,10.453,24.78
24.6482,10.453,35.6856
7.11525,10.453,17.7143
-13.9905,-8.53748,-22.9095
24.9782,10.453,36.0239
25.6463,10.453,36.7087
6.84599,10.453,17.4383
42.1947,10.453,53.6708
4.48962,9.94262,14.5127
11.4341,10.453,22.1412
11.397,10.453,22.1031
13.3929,10.453,24.1489
3.87091,9.32391,13.2598
-9.26787,-3.81487,-13.3462
20.2886,10.453,31.217
-6.66751,-1.21451,-8.0805
5.24478,10.453,15.7971
7.07707,10.453,17.6752
7.79239,10.453,18.4084
1.91689,7.36989,9.3029
-6.96308,-1.51008,-8.67904
4.33718,9.79018,14.204
22.0362,10.453,33.0083
27.8392,10.453,38.9564
-8.37351,-2.92051,-11.5352
19.8235,10.453,30.7403
7.69397,10.453,18.3075
-11.8351,-6.38208,-18.5448
-17.5523,-12.0993,-30.1222
4.27063,9.72363,14.0692
8.38506,10.453,19.0159
-1.4778,3.9752,2.42866
-23.917,-18.464,-43.0108
0.513015,5.96602,6.46006
39.0535,10.453,50.4511
-12.0479,-6.59487,-18.9757
27.2205,10.453,38.3222
16.3583,10.453,27.1885
-4.93628,0.516716,-4.57477
18.9286,10.453,29.823
10.3741,10.453,21.0547
33.2823,10.453,44.5356
28.0856,10.453,39.209
15.5531,10.453,26.3631
-2.08513,3.36787,1.1988
1.33071,6.78371,8.1159
9.22329,10.453,19.8751
18.5269,10.453,29.4112
29.7159,10.453,40.88
8.19214,10.453,18.8181
-29.1548,-23.7018,-53.6172
-11.6669,-6.21391,-18.2043
15.3537,10.453,26.1587
27.925,10.453,39.0443
24.765,10.453,35.8053
1.37989,6.83289,8.21547
14.4544,10.453,25.2369
22.4798,10.453,33.463
-10.0978,-4.64479,-15.0268
30.1876,10.453,41.3635
17.9028,10.453,28.7716
15.3428,10.453,26.1476
12.6902,10.453,23.4287
49.0919,10.453,60.7404
9.5082,10.453,20.1671
-12.5982,-7.14516,-20.0901
8.51224,10.453,19.1463
19.5294,10.453,30.4388
39.4951,10.453,50.9037
0.505712,5.95871,6.44527
-32.016,-26.563,-59.4113
2.49446,7.94746,10.4725
-2.40713,3.04587,0.546762
-5.15337,0.299628,-5.01438
17.5424,10.453,28.4022
0.737527,6.19053,6.91469
11.1077,10.453,21.8066
-1.1709,4.2821,3.05013
39.566,10.453,50.9763
4.09573,9.54873,13.7151
4.90608,10.3591,15.356
19.3636,10.453,30.2688
-7.45336,-2.00036,-9.67184
25.3346,10.453,36.3891
23.9416,10.453,34.9614
10.4119,10.453,21.0934
16.1125,10.453,26.9365
63.8923,10.453,75.9108
0.123748,5.57675,5.67179
22.5527,10.453,33.5377
-1.19865,4.25435,2.99393
13.011,10.453,23.7575
4.40432,9.85732,14.34
13.272,10.453,24.025
-3.03782,2.41518,-0.730386
10.6802,10.453,21.3684
10.1036,10.453,20.7774
0.819729,6.27273,7.08115
15.0055,10.453,25.8019
21.4826,10.453,32.4409
-8.74453,-3.29153,-12.2865
-3.91816,1.53484,-2.51308
-1.24928,4.20372,2.89141
36.9834,10.453,48.3291
0.218963,5.67196,5.8646
24.6214,10.453,35.6581
-6.9823,-1.5293,-8.71795
-12.5584,-7.10539,-20.0095
13.4575,10.453,24.2151
9.50758,10.453,20.1665
57.2527,10.453,69.1052
16.9872,10.453,27.8331
12.7097,10.453,23.4486
-33.0628,-27.6098,-61.5309
38.5157,10.453,49.8998
-4.61857,0.834432,-3.9314
11.8267,10.453,22.5436
42.3345,10.453,53.814
-5.15703,0.295972,-5.02178
-16.9601,-11.5071,-28.923
13.8428,10.453,24.6101
-6.83653,-1.38353,-8.42277
10.9598,10.453,21.655
32.6949,10.453,43.9335
-15.8228,-10.3698,-26.6199
-1.32338,4.12962,2.74136
-6.7195,-1.2665,-8.18579
38.0845,10.453,49.4578
18.611,10.453,29.4974
23.5621,10.453,34.5724
31.8166,10.453,43.0332
27.3494,10.453,38.4543
10.5684,10.453,21.2538
16.596,10.453,27.4321
4.98262,10.4356,15.511
-10.4765,-5.02353,-15.7938
27.6174,10.453,38.729
3.12149,8.57449,11.7422
-20.9003,-15.4473,-36.9019
29.8236,10.453,40.9904
-2.74134,2.71166,-0.130021
12.4484,10.453,23.1808
-8.34377,-2.89077,-11.4749
15.7145,10.453,26.5286
-18.4031,-12.9501,-31.8451
29.2368,10.453,40.389
22.3551,10.453,33.3352
22.0466,10.453,33.019
-7.15866,-1.70566,-9.07509
-4.76046,0.692539,-4.21873
23.9498,10.453,34.9697
5.77829,10.453,16.3439
3.20572,8.65872,11.9128
14.2878,10.453,25.0662
3.70429,9.15729,12.9224
3.53138,8.98438,12.5722
18.1001,10.453,28.9738
-9.67604,-4.22304,-14.1728
2.20829,7.66129,9.89299
1.06357,6.51657,7.57492
10.2328,10.453,20.9098
19.8287,10.453,30.7456
2.50526,7.95826,10.4943
13.7461,10.453,24.5109
0.47592,5.92892,6.38494
25.7589,10.453,36.8241
9.0496,10.453,19.697
2.36881,7.82181,10.218
23.6162,10.453,34.6278
-4.41616,1.03684,-3.52153
34.2744,10.453,45.5524
11.0288,10.453,21.7257
