BuyAndHold,Buy-Write,Put-Write
-0.117397,5.3356,5.18347
12.8085,10.453,23.5499
14.9393,10.453,25.734
2.2459,7.6989,9.96916
-18.5299,-13.0769,-32.1018
-2.73673,2.71627,-0.120679
-9.89495,-4.44195,-14.6161
-9.68693,-4.23393,-14.1948
15.148,10.453,25.9479
-6.69756,-1.24456,-8.14137
-9.61326,-4.16026,-14.0457
-19.9938,-14.5408,-35.0663
-8.45703,-3.00403,-11.7043
3.95281,9.40581,13.4256
-0.135778,5.31722,5.14625
-11.264,-5.81096,-17.3883
13.3226,10.453,24.0768
-1.90645,3.54655,1.56064
9.04412,10.453,19.6914
9.76455,10.453,20.4299
-5.06371,0.389288,-4.83282
24.5099,10.453,35.5439
4.25386,9.70686,14.0353
16.3598,10.453,27.19
-9.53151,-4.07851,-13.8801
8.46877,10.453,19.1017
6.33078,10.453,16.9103
10.4662,10.453,21.1491
-0.569305,4.88369,4.26836
28.653,10.453,39.7905
5.86078,10.453,16.4285
24.2262,10.453,35.253
15.3992,10.453,26.2054
19.906,10.453,30.8248
11.6131,10.453,22.3246
-6.71959,-1.26659,-8.18598
40.2418,10.453,51.6691
50.0005,10.453,61.6717
12.1789,10.453,22.9046
7.56409,10.453,18.1744
10.7063,10.453,21.3952
-20.1832,-14.7302,-35.4498
-0.085914,5.36709,5.24722
34.9821,10.453,46.2779
41.0266,10.453,52.4735
7.12313,10.453,17.7224
26.4733,10.453,37.5563
22.1458,10.453,33.1206
10.3696,10.453,21.0501
-11.6569,-6.20393,-18.1841
25.9941,10.453,37.0652
-12.4515,-6.99849,-19.7931
-17.9629,-12.5099,-30.9538
1.84659,7.29959,9.16054
4.55363,10.0066,14.6423
22.5463,10.453,33.5312
16.0155,10.453,26.8371
13.7685,10.453,24.5339
-21.2203,-15.7673,-37.5499
3.95015,9.40315,13.4203
40.8296,10.453,52.2715
-10.9247,-5.47172,-16.7014
4.1803,9.6333,13.8863
1.24697,6.69997,7.94632
3.41429,8.86729,12.3351
-1.94078,3.51222,1.49111
5.72519,10.453,16.2895
0.507672,5.96067,6.44924
-10.4154,-4.96236,-15.6699
-4.01302,1.43998,-2.70516
21.0227,10.453,31.9695
-4.40833,1.04467,-3.50567
5.83867,10.453,16.4058
-1.75474,3.69826,1.86786
18.8761,10.453,29.7692
5.15695,10.453,15.7071
-22.7859,-17.3329,-40.7202
-14.8698,-9.41676,-24.6901
33.4196,10.453,44.6763
-12.1349,-6.68191,-19.152
5.03371,10.453,15.5808
-0.610476,4.84252,4.18499
-12.8384,-7.38541,-20.5766
-2.10541,3.34759,1.15774
2.07747,7.53047,9.62808
3.25039,8.70339,12.0032
-5.57038,-0.117375,-5.85881
29.536,10.453,40.6956
20.0658,10.453,30.9886
4.42627,9.87927,14.3844
-11.7758,-6.32279,-18.4248
-4.80295,0.650052,-4.30477
20.1758,10.453,31.1014
-18.5798,-13.1268,-32.2029
-16.6319,-11.1789,-28.2584
-3.52949,1.92351,-1.72601
-4.84803,0.604965,-4.39607
29.5994,10.453,40.7606
15.2165,10.453,26.0181
4.75696,10.21,15.054
40.7613,10.453,52.2015
-6.39458,-0.941577,-7.52782
-2.12824,3.32476,1.11152
47.036,10.453,58.6331
-0.586235,4.86677,4.23407
-17.9804,-12.5274,-30.989
7.00235,10.453,17.5986
3.7245,9.1775,12.9633
20.3462,10.453,31.276
-1.62582,3.82718,2.12892
1.5494,7.0024,8.55874
8.53086,10.453,19.1653
24.8333,10.453,35.8753
36.9723,10.453,48.3178
27.1964,10.453,38.2975
3.54768,9.00068,12.6053
-5.87316,-0.420157,-6.47194
21.6264,10.453,32.5882
-9.72406,-4.27106,-14.27
-11.1238,-5.67085,-17.1046
14.7908,10.453,25.5818
27.4991,10.453,38.6078
11.9396,10.453,22.6593
-15.8714,-10.4184,-26.7184
-12.1255,-6.67249,-19.1329
23.1687,10.453,34.1691
11.9875,10.453,22.7084
10.2165,10.453,20.8932
9.01041,10.453,19.6569
28.6319,10.453,39.7689
4.82525,10.2782,15.1923
15.8043,10.453,26.6206
10.148,10.453,20.8229
12.1497,10.453,22.8746
14.1457,10.453,24.9205
-8.06186,-2.60886,-10.9041
19.0855,10.453,29.9839
21.0285,10.453,31.9754
-11.0156,-5.56263,-16.8855
14.2298,10.453,25.0067
-7.43631,-1.98331,-9.63733
19.7206,10.453,30.6348
-4.33303,1.11997,-3.35319
17.259,10.453,28.1116
15.1478,10.453,25.9477
19.0403,10.453,29.9375
33.8732,10.453,45.1413
-5.39312,0.059876,-5.49988
0.784368,6.23737,7.00955
-20.7071,-15.2541,-36.5108
14.2605,10.453,25.0382
23.1865,10.453,34.1874
-26.688,-21.235,-48.6221
5.8836,10.453,16.4519
6.62053,10.453,17.2072
19.8956,10.453,30.8142
3.28282,8.73582,12.0689
5.543,10.453,16.1028
14.3203,10.453,25.0995
-13.0416,-7.58856,-20.988
-15.0701,-9.61715,-25.0959
15.7507,10.453,26.5656
18.1322,10.453,29.0067
-14.175,-8.72203,-23.2832
18.3509,10.453,29.2308
20.5052,10.453,31.4391
-4.5807,0.872296,-3.85473
10.7778,10.453,21.4684
9.22891,10.453,19.8808
28.0298,10.453,39.1517
-1.02459,4.42841,3.34641
10.2846,10.453,20.9629
-2.69315,2.75985,-0.0324304
3.53243,8.98543,12.5744
28.3421,10.453,39.4718
-11.9631,-6.5101,-18.8041
2.04742,7.50042,9.56723
6.81306,10.453,17.4046
-2.63115,2.82185,0.093115
3.79634,9.24934,13.1088
22.5995,10.453,33.5857
2.8892,8.3422,11.2718
-11.9141,-6.46108,-18.7048
11.6978,10.453,22.4115
15.0679,10.453,25.8658
20.3135,10.453,31.2426
-20.5023,-15.0493,-36.096
-13.5372,-8.08421,-21.9916
10.0827,10.453,20.7559
-5.03627,0.416727,-4.77725
-16.7665,-11.3135,-28.531
9.32574,10.453,19.9801
8.35206,10.453,18.9821
-7.57056,-2.11756,-9.90919
11.5793,10.453,22.29
11.9421,10.453,22.6619
27.4638,10.453,38.5716
-8.79748,-3.34448,-12.3937
-8.11072,-2.65772,-11.003
42.1127,10.453,53.5867
-24.7408,-19.2878,-44.679
5.16079,10.453,15.711
1.15599,6.60899,7.76208
-15.5319,-10.0789,-26.0308
-8.83309,-3.38009,-12.4658
-4.69838,0.754621,-4.09302
-0.978862,4.47414,3.439
2.52651,7.97951,10.5374
-1.84517,3.60783,1.68472
-19.9359,-14.4829,-34.949
-4.99475,0.458252,-4.69317
9.68165,10.453,20.3449
-7.81563,-2.36263,-10.4054
0.333437,5.78644,6.09641
20.7097,10.453,31.6487
-14.3337,-8.88067,-23.6045
-7.11377,-1.66077,-8.98419
40.2296,10.453,51.6566
-18.9567,-13.5037,-32.9662
-0.00766227,5.44534,5.40568
-11.3407,-5.88771,-17.5437
19.5866,10.453,30.4975
-3.46346,1.98954,-1.59231
-15.9956,-10.5426,-26.9699
20.2879,10.453,31.2163
7.98029,10.453,18.601
10.5694,10.453,21.2548
23.9761,10.453,34.9967
-22.2369,-16.7839,-39.6085
-5.68941,-0.236407,-6.09985
-1.24417,4.20883,2.90177
27.2838,10.453,38.3871
3.56878,9.02178,12.648
0.508644,5.96164,6.4512
5.36488,10.453,15.9202
14.5943,10.453,25.3804
-13.7382,-8.28516,-22.3986
4.50058,9.95358,14.5349
11.761,10.453,22.4762
5.3027,10.453,15.8565
0.63992,6.09292,6.71704
-6.22961,-0.776608,-7.19376
16.8114,10.453,27.6529
-1.94122,3.51178,1.49023
10.776,10.453,21.4666
6.12086,10.453,16.6951
17.8667,10.453,28.7346
9.98069,10.453,20.6514
4.65468,10.1077,14.8469
0.335144,5.78814,6.09987
-11.3554,-5.90237,-17.5734
41.3749,10.453,52.8305
33.4071,10.453,44.6634
2.71404,8.16704,10.9171
-21.725,-16.272,-38.5719
27.6858,10.453,38.7991
22.0241,10.453,32.9959
17.4626,10.453,28.3204
29.2261,10.453,40.3779
15.2621,10.453,26.0648
-0.989866,4.46313,3.41672
18.3024,10.453,29.1811
3.90181,9.35481,13.3224
-9.8329,-4.3799,-14.4904
9.98431,10.453,20.6551
-3.29124,2.16176,-1.24357
29.2039,10.453,40.3552
12.852,10.453,23.5945
42.546,10.453,54.0308
-10.1076,-4.6546,-15.0467
-9.53866,-4.08566,-13.8946
13.1073,10.453,23.8562
31.4098,10.453,42.6163
-14.5966,-9.14357,-24.1369
7.28804,10.453,17.8914
8.77347,10.453,19.414
-12.7349,-7.28191,-20.367
36.168,10.453,47.4934
20.2038,10.453,31.1301
18.7685,10.453,29.6589
-6.13293,-0.679935,-6.99799
8.8586,10.453,19.5013
19.9748,10.453,30.8954
-7.58467,-2.13167,-9.93775
11.106,10.453,21.8049
44.2621,10.453,55.7898
5.58764,10.453,16.1485
-2.49935,2.95365,0.360022
14.007,10.453,24.7784
17.1469,10.453,27.9968
3.90922,9.36222,13.3374
14.8152,10.453,25.6068
18.533,10.453,29.4175
0.227102,5.6801,5.88108
19.8184,10.453,30.7351
9.59987,10.453,20.2611
26.7578,10.453,37.848
10.106,10.453,20.7798
12.3614,10.453,23.0916
-9.47026,-4.01726,-13.7561
-7.78618,-2.33318,-10.3458
27.7359,10.453,38.8505
24.3079,10.453,35.3368
32.6034,10.453,43.8396
4.4858,9.9388,14.5049
25.2221,10.453,36.2738
-4.8869,0.566099,-4.47477
-6.06472,-0.611724,-6.85987
20.0838,10.453,31.0071
27.1627,10.453,38.263
35.7643,10.453,47.0796
11.4432,10.453,22.1505
-9.17041,-3.71741,-13.1489
27.8173,10.453,38.934
-5.69127,-0.238275,-6.10363
-8.49099,-3.03799,-11.773
-0.986867,4.46613,3.42279
9.527,10.453,20.1864
4.4486,9.9016,14.4296
-4.3705,1.0825,-3.42905
22.4639,10.453,33.4467
17.1246,10.453,27.9739
0.588996,6.042,6.61392
4.5288,9.9818,14.592
29.875,10.453,41.0431
1.04136,6.49436,7.52996
36.3021,10.453,47.6308
-18.2248,-12.7718,-31.4841
2.74997,8.20297,10.9899
3.83831,9.29131,13.1938
18.8951,10.453,29.7887
11.1138,10.453,21.8128
31.49,10.453,42.6984
1.5691,7.0221,8.59863
-10.4589,-5.0059,-15.7581
-18.6178,-13.1648,-32.2798
12.3472,10.453,23.0771
10.5231,10.453,21.2074
-18.4132,-12.9602,-31.8654
24.9228,10.453,35.967
26.6751,10.453,37.7631
25.6894,10.453,36.7529
-0.889389,4.56361,3.62019
-7.63346,-2.18046,-10.0366
-18.5356,-13.0826,-32.1133
-1.30418,4.14882,2.78023
23.3221,10.453,34.3264
31.0025,10.453,42.1987
21.658,10.453,32.6206
63.6181,10.453,75.6297
15.9652,10.453,26.7855
-2.50946,2.94354,0.339547
-5.44899,0.00400894,-5.61301
0.145476,5.59848,5.71579
-10.2867,-4.8337,-15.4094
11.7349,10.453,22.4494
-5.16588,0.287118,-5.03971
15.4773,10.453,26.2855
-0.0929196,5.36008,5.23304
0.741529,6.19453,6.9228
-0.982853,4.47015,3.43092
22.5145,10.453,33.4985
11.2185,10.453,21.9202
-0.940963,4.51204,3.51575
-23.7965,-18.3435,-42.7667
-14.8705,-9.41753,-24.6916
4.52647,9.97947,14.5873
-2.85485,2.59815,-0.359864
-2.16854,3.28446,1.0299
8.40036,10.453,19.0316
-11.8872,-6.43416,-18.6503
10.8356,10.453,21.5277
-19.1894,-13.7364,-33.4373
20.1966,10.453,31.1227
-10.2486,-4.79557,-15.3322
23.7175,10.453,34.7317
9.66647,10.453,20.3293
5.68873,10.453,16.2521
28.1021,10.453,39.2258
11.3343,10.453,22.0389
10.7228,10.453,21.412
8.14855,10.453,18.7735
-2.51583,2.93717,0.326648
-3.96812,1.48488,-2.61425
44.5414,10.453,56.0761
25.9028,10.453,36.9716
27.5308,10.453,38.6403
2.45927,7.91227,10.4012
5.49404,10.453,16.0526
6.70527,10.453,17.2941
6.02615,10.453,16.598
4.16724,9.62024,13.8599
4.76508,10.2181,15.0705
24.861,10.453,35.9037
5.51095,10.453,16.0699
-15.0963,-9.64334,-25.1489
1.4278,6.8808,8.3125
7.53983,10.453,18.1495
-12.1807,-6.72765,-19.2446
11.0389,10.453,21.7361
-9.76621,-4.31321,-14.3554
-2.08503,3.36797,1.19901
7.22817,10.453,17.8301
1.52858,6.98158,8.51658
16.544,10.453,27.3788
6.46199,10.453,17.0447
12.7878,10.453,23.5287
-10.5313,-5.07827,-15.9046
20.9079,10.453,31.8518
-12.5824,-7.12944,-20.0582
-28.8349,-23.3819,-52.9694
-0.3186,5.1344,4.77604
-8.64025,-3.18725,-12.0753
-19.4832,-14.0302,-34.0323
17.6584,10.453,28.521
-4.68404,0.768962,-4.06398
7.12283,10.453,17.7221
13.5313,10.453,24.2908
-8.22949,-2.77649,-11.2435
4.54733,10.0003,14.6295
12.3591,10.453,23.0893
-0.0827338,5.37027,5.25366
10.9481,10.453,21.643
25.3951,10.453,36.4512
